qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
15,,,0.443616075,0.532894737,0.372134039,0.555555556,0.388888889,0.387931034,0.522727273,0.364197531,0.357575758,0.5375,0.502923977,0.45505618,0.640986133,0.05033557,0.293333333,0.231788079,0.40167364,0.487323944,0.549019608,0.09,0.273170732,0.754201681,0.839679359,0.017114914,0.242105263
15,,Don't know,70.83958465,31,40,35,22,13,4,19,6,6,8,7,37,29,5,23,18,17,10,14,16,30,35,21,10
15,,,0.069314662,0.067982456,0.070546737,0.102339181,0.067901235,0.037356322,0.090909091,0.117283951,0.036363636,0.0375,0.046783626,0.039325843,0.057010786,0.097315436,0.066666667,0.152317881,0.075313808,0.047887324,0.039215686,0.046666667,0.07804878,0.06302521,0.070140281,0.051344743,0.105263158
16,Do you have a favorable or unfavorable impression of Herschel Walker?,Favorable,403.5004196,225,179,173,122,107,23,52,53,81,73,61,362,24,18,33,78,155,130,15,51,326,385,5,11
16,,,0.394814501,0.494505495,0.315696649,0.504373178,0.37654321,0.306590258,0.534883721,0.320987654,0.321212121,0.50310559,0.426900585,0.342696629,0.557781202,0.080536913,0.24,0.218543046,0.325,0.434173669,0.509803922,0.049833887,0.248780488,0.683438155,0.77,0.012224939,0.117021277
16,,Unfavorable,543.4048671,192,351,135,184,220,20,98,97,75,87,105,230,261,52,100,139,181,112,276,140,109,68,393,72
16,,,0.531707306,0.421978022,0.619047619,0.393586006,0.567901235,0.630372493,0.465116279,0.604938272,0.587878788,0.465838509,0.50877193,0.58988764,0.354391371,0.875838926,0.693333333,0.662251656,0.579166667,0.507002801,0.439215686,0.916943522,0.682926829,0.22851153,0.136,0.960880196,0.765957447
16,,Don't know,75.09471324,38,37,35,18,22,0,12,15,5,11,12,57,13,5,18,23,21,13,10,14,42,47,11,11
16,,,0.073478193,0.083516484,0.065255732,0.102040816,0.055555556,0.063037249,0,0.074074074,0.090909091,0.031055901,0.064327485,0.06741573,0.087827427,0.043624161,0.066666667,0.119205298,0.095833333,0.058823529,0.050980392,0.033222591,0.068292683,0.088050314,0.094,0.026894866,0.117021277
17,Do you have a favorable or unfavorable impression of Joe Biden?,Favorable,404.9058955,129,276,96,138,168,16,76,74,61,55,72,148,220,37,60,96,147,92,221,111,57,14,348,36
